,Unnamed: 0,Unnamed: 0.1,type,link,pair,PRODUCT NUMBER,ALCOHOL,SUGAR,ACIDS,ENERGY,PRICE / LITRE,MORE INFORMATION,ADDITIONAL INFORMATION,INGREDIENTS DECLARED BY THE PRODUCER,PACKAGING,CLOSURE,PRODUCER,SUPPLIER,SELECTION,text,topNotch,tips,features,region,variety,acid,bodied,dry,sweet,tannic,floral,citrus fruit,stone fruit,tropical fruit,red fruit,black fruit,honey,herbal,bitter,mineral,creamy,spice,earthy,baking spice,leather,astringent,apple/pear,melon,buttery,pastry,nut,chemical/medicinal,wood,smoky,fish_food,desserts_food,fruit_food,vegetables_food,sweet_food,salty_food,sour_food,bitter_food,beef_food,poultry_food,game_food,pork_food,dairy_food,fatty_food,lamb_food,nutty_food,box,desert,red,rose,sparkling,white,name,year,country,wine_region,wine_subregion,quality
1276,1276,1276,desert,"https://www.alko.fi/en/products/928994/Red-Leaf-Vidal-Icewine-2015/ 
",sweet desserts,928994,11.0,190.0,7.2,140.0,61.31 EUR,,Dessert wine,Contains sulphites,bottle,natural cork,Pillitteri,Social Wines,sale-to-order selection,"Serve sweet dessert wines well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge. Examples of well-known dessert wines are Sauternes, Tokaji, Beerenauslese, Trockenbeerenauslese and Eiswein. ‘Noble rot’ dessert wines are among the best wines for ageing. Many of them can be cellared for several decades.","The general rule for pairing a dessert with wine is that the wine should be a little sweeter than the food. Dessert wines go best with fresh berry, fruit and cream desserts.
Try dessert wines with cream pudding, white chocolate mousse, Crêpes Suzette, macarons or blue cheese.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Sweet, acidic, dried apricot notes, pineapple notes, ripe pear notes, honey notes 
","['Canada', 'VQA Niagara Peninsula']",['Vidal'],3,0,0,4,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Red-Leaf-Vidal-Icewine-2015,2015,Canada,,,
1282,1282,1282,desert,"https://www.alko.fi/en/products/391854/Blandy-s-5-Year-Old-Bual-Madeira/ 
",sweet desserts,391854,19.0,100.0,5.7,150.0,42.37 EUR,,,Contains sulphites,bottle,natural cork,Madeira Wine Company,Winestate,general selection,"Serve Madeira wines slightly chilled, at 14–16°C. The method of production of Madeira wines is unique: the wine is heated gently during the ageing process. This method dates back to the times when it was discovered that the flavour of the wine had improved during voyages to America and the Far East in the 17th and 18th centuries. The classic Madeira styles can also be discerned by their level of sweetness: sercial is dry, verdelho medium-dry, bual medium-sweet and malvasia sweet. Madeira has the longest shelf life of all wine types: once opened, it can keep for several months.","Madeira is a flexible wine that can be used for socialising, as an aperitif, with appetisers and desserts, depending on the Madeira type. 
Madeira is a great aperitif and a perfect wine for socialising. Dry Madeira wines are also a classic match for food, especially soups and broths. Sweet Madeira wines go well with dried fruits, chocolate, and nutty cakes and pastries.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Light brown, sweet, date notes, raisin notes, light sour orange notes, hazelnut notes, hint of sorrel, hint of chocolate 
",['Portugal'],[],0,0,0,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,Blandy-s-5-Year-Old-Bual-Madeira,0,Portugal,,,20.0
8268,8268,8268,red,"https://www.alko.fi/en/products/476167/Cortes-de-Cima-Touriga-Nacional-2015/ 
","clams, mussels, scallops and oysters",476167,13.5,1.0,5.3,80.0,54.25 EUR,,May contain sediment,Contains sulphites,bottle,natural cork,Cortes de Cima,Viinitie,limited quantity product,"Red wines are best served slightly below room temperature, at 16–18°C. Chilling a bottle from room temperature to the perfect serving temperature takes about half an hour in a fridge.","Due to their tannins, these wines are a good match for equally robust foods, such as game and other hearty meat dishes or strong cheeses.Try with venison or rabbit stew, herb-marinated lamb chops or strong cheeses, such as aged Gruyère or Roquefort.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Full-bodied, tannic, blackcurrant notes, boysenberry notes, blueberry notes, spicy, oak notes, long 
","['Portugal', 'Vinho Regional Alentejano']",['Touriga Nacional'],0,3,0,0,4,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Cortes-de-Cima-Touriga-Nacional-2015,2015,Portugal,,,18.0
13346,13346,13346,rose,"https://www.alko.fi/en/products/480397/Roubine-La-Vie-en-Rose-2019/ 
","clams, mussels, scallops and oysters",480397,12.5,-1.0,4.4,70.0,23.59 EUR,,,Contains sulphites,bottle,natural cork,Roubine,Red Bev,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, ripe citrus notes, raspberry notes, wild strawberry notes, currant leaf notes, light flowery notes 
","['France', 'AC Côtes de Provence']","['Grenache', 'Cinsault', 'Syrah']",3,0,3,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Roubine-La-Vie-en-Rose-2019,2019,France,,,18.181818181818183
13638,13638,13638,rose,"https://www.alko.fi/en/products/491127/Bertani-Bertarose-2017/ 
","clams, mussels, scallops and oysters",491127,12.0,3.0,5.1,70.0,16.79 EUR,,,Contains sulphites,bottle,natural cork,Bertani,Amka,general selection,"Serve dry and medium-dry rosés chilled, at 10–12°C, and medium-sweet and sweet rosés well-chilled, at 8–10°C. Chilling a bottle from room temperature to the perfect serving temperature takes about three hours in a fridge.","Rosé wines are ideal for socialising, and you can also pair them with food. Rosés are a good choice for summer buffets with cold foods, such as cold cuts, salads and shellfish.
You can also try rosé with rustic salads, grilled drumsticks or bouillabaisse.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, currant notes, light raspberry notes, nectarine notes 
","['Italy', 'DOC Bardolino Chiaretto']","['Rondinella', 'Molinara']",3,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Bertani-Bertarose-2017,2017,Italy,,,16.61111111111111
14670,14670,14670,sparkling,"https://www.alko.fi/en/products/944132/J-M-S-l-que-Soliste-Infusion-Meunier-Champagne-Ros-Extra-Brut/ 
","clams, mussels, scallops and oysters",944132,13.0,4.0,4.3,80.0,99.99 EUR,,,Contains sulphites,bottle,natural cork,J-M Sélèque,Viinitie,sale-to-order selection,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, very acidic, red apple notes, oak notes, minerally 
","['Champagne', 'France', 'AC Champagne']",['Pinot Meunier'],4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,J-M-S-l-que-Soliste-Infusion-Meunier-Champagne-Ros-Extra-Brut,0,France,Champagne,,18.0
14704,14704,14704,sparkling,"https://www.alko.fi/en/products/588947/Ambriel-Classic-Cuv-e/ 
","clams, mussels, scallops and oysters",588947,12.0,7.0,10.6,70.0,52.75 EUR,,,Contains sulphites,bottle,natural cork,Redfolds Vineyards,Edge Wine Finland,limited quantity product,"Sparkling wines made using the traditional method are served well-chilled, at 8–12°C. Fresh, crisp sparkling wines are served slightly cooler, at 6–8°C. A sparkling wine stopper will keep the bubbles in the bottle for several days, as long as the bottle is stored in the fridge. The fuller the bottle, the longer the bubbles will last. Using a gel cooler stored in the freezer, you can chill a bottle from room temperature to the perfect serving temperature in about 20 minutes. In a large cooler or bucket filled with ice cubes and water, you can chill a bottle in 15 minutes.","Sparkling wines and Champagnes are ideal for toasting, as aperitifs, for socialising or for serving throughout a meal.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Brut, very acidic, green apple notes, citrus notes, whitecurrant notes, minerally, brioche notes, light herb notes, fresh, refreshing 
",['England'],"['Pinot Meunier', 'Pinot Noir', 'Chardonnay']",4,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Ambriel-Classic-Cuv-e,0,England,,,
18751,18751,18751,white,"https://www.alko.fi/en/products/956893/Br-ndlmayer-Gr-ner-Veltliner-Kamptal-Terrassen-2019/ 
","clams, mussels, scallops and oysters",956893,12.5,5.0,6.3,70.0,25.99 EUR,,,Contains sulphites,bottle,metal screw cap,Bründlmayer,Altia,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, minerally, citrus notes, nutty 
","['Austria', 'Niederösterreich', 'DAC Kamptal']",['Grüner Veltliner'],3,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Br-ndlmayer-Gr-ner-Veltliner-Kamptal-Terrassen-2019,2019,Austria,Niederösterreich,,18.0
18802,18802,18802,white,"https://www.alko.fi/en/products/955377/Duttenberg-Riesling-2018/ 
","clams, mussels, scallops and oysters",955377,13.5,4.0,7.3,80.0,34.83 EUR,,,Contains sulphites,bottle,natural cork,Domaine Gresser,Tampereen Viinitukku,sale-to-order selection,"White wines are best served chilled, at 10–12°C. Chilling a bottle from room temperature to the perfect serving temperature takes about two hours in a fridge. The sweeter the wine, the cooler it can be served.","Nuanced flavours combined with robust acidity make these wines an excellent match for fish and seafood dishes as well as slightly stronger flavours.
Try with Finnish crayfish, clam dishes or blinis.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Dry, acidic, honey notes, peach notes, minerally 
","['AC Alsace', 'France', 'Alsace']",['Riesling'],3,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Duttenberg-Riesling-2018,2018,France,Alsace,,18.0
1671,1671,1671,desert,"https://www.alko.fi/en/products/922583/Karahashi-Junmai-Ginjo-sake/ 
","clams, mussels, scallops and oysters",922583,16.0,16.0,-1.0,100.0,37.6 EUR,,,,bottle,metal screw cap,Homare Sake Brewery,JF Trading,sale-to-order selection,"The serving temperature of sake can be changed with the seasons: enjoy warmed-up sake in the cold winter months and chilled sake when it is hot. Sake is a fresh product that does not improve with ageing. A bottle of sake should be consumed within a few days of opening, and an opened bottle should be kept in the fridge – just like wine.","Quality sakes are often served chilled, at 10–12°C or even cooler. Sake served at the start of a meal can be heated to about 40°C in a hot-water bath.
Sake naturally goes well with Japanese food. Try sake at various temperatures with, for example, sushi, in order to find a temperature that is the best for your palate.","Any allergens possibly contained in the beverages are mentioned on the label. The manufacturer and importer of an alcoholic beverage are responsible for the quality and composition of an alcoholic beverage delivered for consumption, as well as for ensuring that the product and its labels and other product promotion are in accordance with the relevant provisions and regulations. Please note! The product image or vintage can differ from the distributed product.","Medium dry, aromatic, spicy, pear notes 
",['Japan'],[],0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Karahashi-Junmai-Ginjo-sake,0,Japan,,,
